Protein.Group,Aug_F01_1,Aug_F02_1,Aug_F03_1,Aug_F04_1,Aug_F05_1,Aug_F06_1,Aug_F07_1,Aug_F08_1,Aug_F09_1,Aug_F10_1,Aug_F11_1,Aug_F01_2,Aug_F02_2,Aug_F03_2,Aug_F04_2,Aug_F05_2,Aug_F06_2,Aug_F07_2,Aug_F08_2,Aug_F09_2,Aug_F10_2,Aug_F11_2,Aug_F01_3,Aug_F02_3,Aug_F03_3,Aug_F04_3,Aug_F05_3,Aug_F06_3,Aug_F07_3,Aug_F08_3,Aug_F09_3,Aug_F10_3,Aug_F11_3,Sep_F01_1,Sep_F02_1,Sep_F03_1,Sep_F04_1,Sep_F05_1,Sep_F06_1,Sep_F07_1,Sep_F08_1,Sep_F09_1,Sep_F10_1,Sep_F11_1,Sep_F01_2,Sep_F02_2,Sep_F03_2,Sep_F04_2,Sep_F05_2,Sep_F06_2,Sep_F07_2,Sep_F08_2,Sep_F09_2,Sep_F10_2,Sep_F11_2,Sep_F01_3,Sep_F02_3,Sep_F03_3,Sep_F04_3,Sep_F05_3,Sep_F06_3,Sep_F07_3,Sep_F08_3,Sep_F09_3,Sep_F10_3,Sep_F11_3
A0A2I3BRM6,0.07406276,0.071648358,0.107999247,0.062204755,0.051645487,0.069974138,0.068533916,0.066077329,0.1625536,0.251076245,0.014224164,0.051537209,0.082153296,0.072752574,0.043229978,0.054297647,0.058151047,0.049954198,0.075857619,0.165437288,0.313472364,0.03315678,0.086123493,0.075449216,0.087069818,0.076656031,0.06100418,0.01602713,0.065175732,0.076858606,0.150073723,0.297415908,0.008146165,0.061921458,0.054615577,0.050011861,0.013555361,0.012117132,0.047036757,0.010059251,0.072557295,0.619294796,0.040807426,0.018023087,0.119479759,0.099871304,0.108447721,0.026430848,0.032857026,0.056948835,0.025114241,0.122159305,0.357838797,0.016981147,0.033871017,0.028046121,0.083310496,0.080131961,0.020889193,0.018863722,0.054546081,0.019222369,0.082561779,0.440726118,0.162467117,0.009235042
A0A2I3BRX9,0.129368316,0.042880901,0.212907379,0.190184155,0.034173615,0.127297804,0.032731489,0.039737585,0.081410858,0.046691061,0.062616836,0.200934591,0.030655598,0.184676575,0.027005379,0.039031048,0.138548919,0.033616176,0.071383527,0.148789577,0.061133628,0.064224981,0.240081744,0.039246345,0.196928715,0.076073381,0.031595677,0.171508072,0.032617355,0.015725997,0.085657367,0.052001961,0.058563386,0.114754952,0.093603013,0.067308475,0.044036845,0.065948494,0.209868529,0.037616485,0.14372451,0.105897011,0.05955896,0.057682726,0.03664312,0.061151015,0.048688882,0.014621002,0.199289964,0.053815343,0.045369217,0.110439163,0.187852252,0.181661535,0.060468506,0.152589489,0.066882495,0.119038139,0.044403076,0.135461693,0.084373153,0.051669515,0.129072516,0.120635367,0.053515737,0.042358819
A0A2R8VHL8;A0A2R8VHP9;A0A2R8VHY9;A0A2R8VHZ0;A0A2R8VI92;A0A2R8VJY1;A0A2R8VKF0;Q3TT81,0.139285769,0.139484967,0.136466373,0.132633204,0.079788805,0.056283437,0.06867218,0.039593443,0.121326917,0.073857769,0.012607137,0.199784409,0.127440726,0.131600717,0.086653816,0.096262741,0.088188502,0.04842075,0.037895983,0.11460628,0.044880463,0.024265614,0.109662553,0.135556281,0.109780184,0.102029647,0.071723275,0.092852396,0.059018213,0.104586687,0.118656512,0.079676982,0.01645727,0.012845343,0.012594569,0.012361328,0.36844507,0.011416948,0.009575364,0.012144234,0.009560177,0.196567608,0.338384064,0.016105295,0.017454789,0.020589745,0.019627345,0.588577268,0.022623649,0.016951344,0.020975314,0.020220378,0.225488768,0.029169699,0.018321701,0.031546876,0.030765427,0.02723606,0.352268598,0.032015225,0.019597177,0.030353233,0.029866421,0.325411218,0.084768299,0.036171468
A0A2R8VI94,0.103443928,0.134050974,0.135645589,0.122994212,0.107262264,0.09495992,0.095532428,0.090449237,0.028656365,0.035387963,0.05161712,0.103277932,0.113036199,0.173438551,0.086060514,0.124296278,0.157479417,0.052022879,0.06106723,0.02739093,0.045912439,0.056017632,0.04421203,0.108639382,0.130041697,0.125986544,0.153413531,0.102211524,0.127396449,0.076540671,0.030948232,0.039018383,0.061591556,0.057876216,0.022019679,0.035724601,0.044910671,0.079454516,0.027291798,0.025149449,0.020254173,0.655110703,0.020091137,0.012117057,0.018649054,0.036122367,0.022787249,0.043698072,0.063952814,0.058836419,0.045643775,0.032293456,0.606950627,0.054959495,0.01610667,0.107694651,0.0721375,0.18628344,0.079017827,0.109631106,0.096081108,0.0904076,0.089298889,0.07633042,0.052061989,0.041055472
A0A2R8VJW0,0.043179208,0.127742003,0.186378222,0.08244779,0.093029272,0.045917462,0.087199266,0.082991768,0.065406674,0.09162946,0.094078876,0.046275298,0.080325334,0.047731683,0.09118968,0.136461818,0.096913305,0.111708891,0.116822773,0.082076296,0.026096936,0.164397985,0.02662832,0.030857605,0.101456773,0.091283087,0.11010555,0.098636237,0.091071615,0.046154857,0.07807746,0.098482438,0.227246057,0.036311023,0.050698266,0.027749093,0.054009506,0.213309417,0.046090334,0.033251652,0.05222723,0.276898693,0.037982953,0.171471834,0.026907834,0.036298262,0.04566032,0.067918641,0.055378893,0.129925737,0.153206105,0.078121936,0.063119045,0.218155937,0.12530729,0.0436341,0.034958137,0.062596839,0.266164568,0.076796699,0.053907016,0.050610417,0.089745444,0.091217252,0.038847197,0.191522331
A0A338P6I9,0.205112357,0.286886426,0.185820906,0.045677795,0.061527699,0.071665284,0.057178274,0.05352701,0.010025518,0.012781725,0.009797006,0.266897558,0.236405375,0.216443665,0.056406182,0.068921221,0.043366923,0.04542552,0.035944365,0.00927581,0.012229159,0.008684223,0.247349779,0.195297568,0.255159132,0.079984354,0.05069952,0.062922124,0.052913344,0.01878406,0.009397894,0.011963004,0.01552922,0.054958947,0.244518282,0.2960152,0.144482065,0.048249054,0.066271657,0.009462,0.035812007,0.065626575,0.018237682,0.016366531,0.182777438,0.174539605,0.225211175,0.143463959,0.103121124,0.036746132,0.011958603,0.054511609,0.015567866,0.039170672,0.012931818,0.028453567,0.301613417,0.187082903,0.230207149,0.118775316,0.021306453,0.012343659,0.0547989,0.018128187,0.010829253,0.016461197
A0A338P6K2,0.138321043,0.141873444,0.140065226,0.093835034,0.080168543,0.07049688,0.076664999,0.060518674,0.052168773,0.066645034,0.079242351,0.135601085,0.141705574,0.106861882,0.1006791,0.105077988,0.077189026,0.065495863,0.082915118,0.047732087,0.05290171,0.083840568,0.123299995,0.109108527,0.11556095,0.105974166,0.092783206,0.082637802,0.080362129,0.056253711,0.059750993,0.068896224,0.105372297,0.087726176,0.004557771,0.059929253,0.08119722,0.261816302,0.00936857,0.09567043,0.074044797,0.06693446,0.171589478,0.087165543,0.058333952,0.069914592,0.063501462,0.080068105,0.045071691,0.025688474,0.253664572,0.010204106,0.043343839,0.009512825,0.340696382,0.021234737,0.195031672,0.109197365,0.105251579,0.03253763,0.061964438,0.101308716,0.055123725,0.05327492,0.18653278,0.078542439
A0A338P6N4,0.076688473,0.127468945,0.097873265,0.1749759,0.095746348,0.060504811,0.068146662,0.102314814,0.063140002,0.080075493,0.053065288,0.12710653,0.138859989,0.136208987,0.067679163,0.071351764,0.04934706,0.147761305,0.085854505,0.067863638,0.049188343,0.058778716,0.091069639,0.075450685,0.055056012,0.097864529,0.067337936,0.085205844,0.098038831,0.083987347,0.048947693,0.054645513,0.242395972,0.149286567,0.089459426,0.133752477,0.082164683,0.073362769,0.061941888,0.053613407,0.028438655,0.139461423,0.028819948,0.159698757,0.10217015,0.099370997,0.056369026,0.039356719,0.017107391,0.050724175,0.036638833,0.016860422,0.017737434,0.549781789,0.013883065,0.13458121,0.242471601,0.151077671,0.096876593,0.120636067,0.039748108,0.037469449,0.023184146,0.036227835,0.067635191,0.050092129
A0A338P776,0.205718765,0.252617504,0.250411711,0.120481017,0.051752659,0.041319795,0.033405562,0.02916256,0.011382147,0.003549144,0.000199134,0.323287155,0.305653097,0.075359768,0.092946905,0.063277716,0.055453653,0.030459095,0.028072749,0.01965039,0.005465339,0.000374134,0.235191176,0.271544912,0.210683592,0.099520429,0.075089871,0.02879781,0.030713259,0.032960328,0.01201477,0.003206057,0.000277795,0.210861659,0.156538753,0.241660511,0.130688662,0.10850655,0.063277973,0.046360954,0.02130375,0.016776759,0.003714345,0.000310085,0.166866857,0.19555236,0.172462831,0.122535397,0.113581808,0.071330704,0.069091094,0.058960636,0.02004169,0.009176952,0.00039967,0.157276101,0.192329052,0.184264287,0.177753687,0.104978323,0.063221718,0.044714084,0.058255261,0.01418133,0.002735551,0.000290607
A0A338P776;F7D3P8,0.209704632,0.286925646,0.250375965,0.096387159,0.042570135,0.040116961,0.029700885,0.029858505,0.011126717,0.003183149,5.02E-05,0.348715018,0.260132757,0.172214588,0.070176455,0.046590826,0.042011106,0.020319535,0.022016918,0.013525925,0.004224627,7.22E-05,0.278620935,0.310502994,0.187787986,0.065183831,0.066410036,0.010403312,0.032624874,0.034210227,0.011340461,0.002861389,5.40E-05,0.264338793,0.200783403,0.252104093,0.100413731,0.024502545,0.067967157,0.047659127,0.02289141,0.015554586,0.003464724,0.000320432,0.131261021,0.195805069,0.246413957,0.151965859,0.086862869,0.063888594,0.058105434,0.039799873,0.020291083,0.005194879,0.000411363,0.168681852,0.215159973,0.203519553,0.122436862,0.120308065,0.062469962,0.037530304,0.051691476,0.015474896,0.002526881,0.000200176
A0A338P7G3,0.221636024,0.246447264,0.257179854,0.098883089,0.057362524,0.04310128,0.034678556,0.024848299,0.012610977,0.003222522,2.96E-05,0.238452875,0.289879515,0.238793756,0.073870435,0.052205015,0.047245797,0.016402758,0.0256385,0.012678098,0.004790357,4.29E-05,0.250149538,0.248202854,0.18518335,0.104646266,0.07085833,0.060611089,0.035372359,0.030578812,0.0120576,0.002290121,4.97E-05,0.211003137,0.263247583,0.196487339,0.119734642,0.066967168,0.050493486,0.037799254,0.04900691,0.00262518,0.002587711,4.76E-05,0.166486352,0.189267974,0.165912651,0.117892158,0.10617431,0.07971285,0.081591942,0.062103465,0.025753438,0.005071455,3.34E-05,0.178092856,0.236761566,0.202565226,0.101525719,0.095591765,0.056866681,0.055522103,0.052689182,0.018213985,0.002130131,4.08E-05
A0A338P7G3;F7D3P8,0.152747861,0.111200736,0.37655895,0.122773594,0.081771668,0.073344609,0.052948595,0.005760765,0.019049004,0.003241905,0.000602315,0.044603912,0.032322707,0.074459919,0.349699015,0.205880928,0.154888218,0.034148441,0.061196161,0.029150944,0.01108652,0.002563236,0.137835504,0.222302435,0.209277727,0.143759842,0.13621407,0.007111474,0.071183712,0.036486988,0.024547398,0.009690739,0.00159011,0.162397035,0.159924424,0.217286138,0.160866169,0.065569574,0.108431709,0.077637562,0.022120107,0.011890286,0.012994211,0.000882784,0.322055152,0.214400993,0.093693093,0.124490582,0.074519874,0.004861443,0.070465773,0.024283855,0.058384387,0.011446585,0.001398264,0.311182234,0.301119597,0.169171454,0.001556241,0.034150553,0.056313741,0.042664626,0.053689303,0.021283836,0.008426773,0.000441643
A0A3Q4EBU5;G3X9J1;G5E8Y0;Q68FL0,0.090189665,0.063949611,0.100589712,0.080377529,0.147778263,0.151278938,0.156978204,0.115819033,0.061737292,0.021515599,0.009786155,0.044671354,0.071681243,0.130771527,0.086728135,0.167015395,0.216092279,0.062239095,0.123361012,0.068090834,0.014022133,0.015326994,0.064572369,0.045174218,0.096028693,0.111691506,0.176397804,0.12450441,0.171579518,0.113879245,0.068307069,0.013719529,0.01414564,0.050062604,0.059088174,0.042113316,0.064354968,0.257638306,0.053845956,0.062343943,0.057953724,0.334442385,0.010084583,0.008072041,0.023260201,0.082424671,0.069840777,0.070653722,0.071624915,0.121736508,0.087364556,0.107312532,0.313068271,0.039155941,0.013557905,0.118693484,0.166252672,0.158014823,0.032429269,0.051743949,0.138733713,0.10984368,0.110575318,0.085222572,0.014111956,0.014378563
A0A494B9G1,0.128389458,0.031496037,0.024174246,0.017848054,0.021421189,0.020735902,0.019013575,0.019320449,0.1914307,0.489695166,0.036475225,0.131998195,0.064968218,0.019075376,0.013140951,0.01911182,0.019393759,0.015378821,0.017373313,0.196694989,0.479393099,0.02347146,0.115043832,0.059177765,0.023130009,0.018236822,0.01990242,0.023070914,0.022770978,0.019382768,0.202111008,0.454225008,0.042948476,0.017649703,0.015809151,0.013234087,0.016668492,0.017773867,0.011855803,0.016170995,0.00924984,0.771247534,0.085174506,0.025166021,0.013879826,0.014332835,0.013237135,0.012421387,0.015360613,0.010647163,0.013830244,0.012727911,0.284006181,0.600870916,0.008685789,0.04042009,0.043544336,0.03764534,0.029315082,0.041752368,0.027366877,0.03844096,0.03679166,0.585964714,0.067825128,0.050933446
A0A494BBE3;G3X8R0,0.130753229,0.091243176,0.096640928,0.089957901,0.099193248,0.121935317,0.092601204,0.135449621,0.091189181,0.046815314,0.004220881,0.143826834,0.095620866,0.093630268,0.066638206,0.105875935,0.114818394,0.079663038,0.11336153,0.115042795,0.068013167,0.003508967,0.137910448,0.08557436,0.088074212,0.082283306,0.121308531,0.113770358,0.103713801,0.133862143,0.080564428,0.048802612,0.0041358,0.063713584,0.046051769,0.111501924,0.127765581,0.228214593,0.117232868,0.072835826,0.093790533,0.097099259,0.034889919,0.006904145,0.108146467,0.062656278,0.06474892,0.093608962,0.168316271,0.134648171,0.087960014,0.136326622,0.082210941,0.058007865,0.003369487,0.101643915,0.062246134,0.081385629,0.138336294,0.12831843,0.131861881,0.099570246,0.158935503,0.071803352,0.02279337,0.003105246
A0A571BDS0,0.118646718,0.117229343,0.117523558,0.102636025,0.085468583,0.082888714,0.070980376,0.071920803,0.082891108,0.059375796,0.090438976,0.136890239,0.143078964,0.037263402,0.111340094,0.110479685,0.089567772,0.081057808,0.095520989,0.067644356,0.056228104,0.070928587,0.155052077,0.095637981,0.102990685,0.089778095,0.112575758,0.014941346,0.085627857,0.087468978,0.089730303,0.051235567,0.114961354,0.225007753,0.044890345,0.153860794,0.112907142,0.036200364,0.118618152,0.019934617,0.071901885,0.080526114,0.053098376,0.083054458,0.151626257,0.150174093,0.145883219,0.102945634,0.102286222,0.069947176,0.030172791,0.080396845,0.058792511,0.01747256,0.090302692,0.157622119,0.022180256,0.0758965,0.276837107,0.027439719,0.096952584,0.030565086,0.083001271,0.075941447,0.041493298,0.112070611
A0A571BE98,0.121674604,0.079423415,0.099231625,0.11700144,0.122984403,0.131112199,0.092911563,0.128887828,0.065844183,0.033133052,0.007795689,0.129168997,0.08569453,0.08385243,0.044878137,0.132040017,0.126625725,0.05755345,0.093569802,0.184887468,0.053987037,0.007742408,0.076759112,0.066382514,0.073956943,0.0995664,0.168914322,0.12402153,0.143216514,0.146546094,0.086785526,0.006679119,0.007171926,0.069069226,0.056884884,0.107237367,0.07928556,0.144524289,0.100329348,0.088402628,0.079386181,0.261087455,0.007476355,0.006316708,0.114231416,0.094510569,0.080251155,0.141797809,0.167069944,0.117223867,0.103325049,0.137281432,0.018821349,0.016424232,0.009063177,0.098483484,0.093233669,0.108791527,0.139506812,0.174565457,0.126456417,0.089892192,0.085516645,0.068288165,0.007281699,0.007983935
A0A571BEC9,0.157067466,0.152679581,0.137217104,0.096676875,0.110792374,0.088818488,0.072312344,0.049837126,0.037424788,0.094645984,0.002527871,0.22377419,0.135114132,0.235564967,0.045086876,0.112597098,0.083101298,0.030443621,0.046775132,0.065180789,0.017897433,0.004464464,0.170260175,0.174509786,0.148504937,0.067352385,0.135275121,0.118088204,0.033929278,0.037427173,0.066313341,0.040771948,0.007567651,0.171903122,0.140887755,0.10497832,0.062946253,0.177114313,0.029165441,0.02743579,0.011610834,0.229913534,0.038323774,0.005720863,0.110009975,0.122689124,0.095899828,0.066646619,0.078152562,0.049388813,0.055418078,0.100338998,0.093092922,0.225624459,0.002738622,0.142821716,0.112688194,0.085361215,0.230017157,0.089893779,0.058381319,0.065998378,0.039267729,0.123863179,0.043868534,0.0078388
A0A571BEE9;A0A7P0A164,0.11709362,0.102822419,0.103710685,0.087665713,0.081039266,0.093763362,0.084626363,0.099391196,0.090925161,0.080525183,0.058437031,0.122535024,0.096680877,0.0995255,0.079516752,0.085034694,0.085437565,0.097994379,0.091162185,0.09883156,0.084629415,0.058652049,0.125778065,0.100634486,0.089110336,0.084982532,0.087775141,0.086951347,0.092025259,0.098062175,0.089394282,0.079945164,0.065341212,0.100793378,0.108370675,0.086136033,0.102195784,0.112696613,0.096752091,0.086714852,0.098062435,0.042658375,0.086479506,0.079140258,0.109654004,0.089604647,0.096766189,0.085471688,0.099982649,0.096722749,0.094227311,0.113369414,0.094153274,0.052474676,0.067573398,0.113034663,0.104424794,0.085428203,0.063825838,0.104200707,0.10062116,0.094502827,0.109307443,0.113425355,0.061557127,0.049671883
A0A571BEI2,0.111941138,0.104348413,0.115687214,0.107806814,0.083265991,0.088670876,0.077764081,0.115925375,0.094110897,0.069896588,0.030582612,0.125006751,0.097833528,0.120400689,0.081890114,0.097996596,0.089584519,0.066370551,0.094499018,0.115488845,0.08886355,0.022065839,0.106410403,0.100690566,0.104532558,0.092505604,0.090800369,0.096968529,0.088909511,0.106196087,0.105665287,0.076292014,0.031029072,0.125864601,0.106601364,0.072989823,0.05791589,0.09931193,0.051821271,0.071827863,0.094814204,0.198647188,0.080619902,0.039585964,0.130140683,0.112292914,0.093063963,0.093032379,0.064304647,0.064997019,0.067856251,0.09382142,0.089383861,0.16520323,0.025903633,0.133889527,0.116411638,0.103324148,0.081168819,0.089837195,0.06236119,0.090054241,0.076587455,0.103849242,0.098463136,0.044053409
A0A5F8MPH8,0.344376622,0.188866697,0.153626031,0.112790409,0.051527009,0.027733372,0.011900664,0.025826441,0.0344851,0.033102142,0.015765513,0.260450861,0.119224455,0.102761976,0.072458311,0.046733052,0.013870537,0.007150346,0.027081168,0.036926274,0.298066492,0.015276528,0.375969781,0.190855747,0.120574819,0.081058286,0.048097106,0.040156444,0.013361179,0.044028962,0.041346986,0.034255427,0.010295264,0.027994768,0.08574686,0.208962957,0.1093022,0.058984148,0.056515323,0.065215697,0.057295864,0.090286025,0.049707386,0.189988772,0.052872387,0.036706231,0.021488831,0.015534282,0.056639064,0.168384781,0.172638021,0.073349992,0.093973679,0.026449145,0.281963587,0.095517697,0.174181048,0.087602009,0.156067027,0.106018887,0.034468493,0.057734556,0.059897638,0.076878582,0.021090141,0.130543924
A0A5F8MPI9;A1L338;Q3UGX8;Q3UHC1;Q91ZZ2,0.119057812,0.113141823,0.134260749,0.113791763,0.083800953,0.085945029,0.060563008,0.074350964,0.111740913,0.088444396,0.014902591,0.125885876,0.129645149,0.100397267,0.065850593,0.088065083,0.059801793,0.026207386,0.108145276,0.12197801,0.160119525,0.013904042,0.125064137,0.107878256,0.123985805,0.074322948,0.103750985,0.121615443,0.065588688,0.089227664,0.099474191,0.073124565,0.015967317,0.102205464,0.094417305,0.047349034,0.014889334,0.010413171,0.007194848,0.007137941,0.00858953,0.445368691,0.251642415,0.010792266,0.151919155,0.290685989,0.112780403,0.07204024,0.025014968,0.019375085,0.022127311,0.022283761,0.120180045,0.134445154,0.029147888,0.206409156,0.144551291,0.12542296,0.028552342,0.016033327,0.012794207,0.014571322,0.014061455,0.068263244,0.359072113,0.010268584
A0A5F8MPJ2,0.492535843,0.181071404,0.094790161,0.026826024,0.021956517,0.025580264,0.02527217,0.026221899,0.02367107,0.033187268,0.04888738,0.433699522,0.236349032,0.076282306,0.022867231,0.029592697,0.026800263,0.021963052,0.023214174,0.034246025,0.043420011,0.051565687,0.274593532,0.443427525,0.076549194,0.018387298,0.021865367,0.021966503,0.02225177,0.022823463,0.023278975,0.031600048,0.043256325,0.263526426,0.220249639,0.145083324,0.031551079,0.047136906,0.025657682,0.030680351,0.027152783,0.139614877,0.033254886,0.036092048,0.486958365,0.172804391,0.163739029,0.017197757,0.021135018,0.012822362,0.01554763,0.015466495,0.021594477,0.067811505,0.004922972,0.625193138,0.092072596,0.092175648,0.020023486,0.050632637,0.015247102,0.01844857,0.019261974,0.024586229,0.020976199,0.021382421
A0A5F8MPJ2;A0A668KL65,0.433527453,0.204071671,0.146462746,0.082163704,0.053311502,0.029708865,0.023034578,0.00552207,0.007972873,0.006512549,0.007711988,0.40642881,0.222770817,0.146086712,0.062555976,0.038450619,0.056562535,0.0256098,0.012341816,0.008259136,0.011727011,0.009206768,0.535833304,0.173500325,0.071486583,0.084391272,0.03352585,0.044402994,0.032315772,0.004539299,0.00672962,0.007113434,0.006161547,0.282018158,0.07820956,0.069282698,0.056540143,0.047284343,0.052395922,0.0310578,0.31794303,0.036601448,0.014538279,0.014128619,0.388449319,0.106729514,0.058589901,0.044740589,0.250730685,0.031786559,0.056921029,0.010886654,0.012032571,0.033645712,0.005487468,0.5157261,0.147274088,0.103603478,0.084129212,0.023988678,0.05814748,0.016269885,0.027324783,0.007966862,0.010686411,0.004883023
A0A668KL51,0.166642187,0.178207715,0.068467962,0.035437366,0.044711269,0.009517678,0.165534624,0.273167352,0.029730117,0.014588626,0.013995105,0.304256524,0.202462429,0.039459427,0.024750999,0.03657888,0.011746788,0.087164267,0.232097379,0.024772093,0.016653087,0.020058127,0.066187764,0.477347816,0.040558876,0.025897441,0.008976551,0.008627197,0.056697999,0.208046095,0.084977279,0.010103873,0.012579108,0.044580643,0.024449883,0.239544221,0.043194585,0.470022605,0.029440454,0.009133638,0.042662408,0.063284093,0.014559313,0.019128158,0.035046117,0.030106536,0.508800121,0.013766527,0.072598653,0.241445962,0.010064135,0.025211007,0.013918065,0.0422003,0.006842577,0.038958116,0.053409917,0.601093087,0.027321877,0.092734229,0.023280082,0.016725844,0.091304269,0.019191279,0.018361743,0.017619557
A0A668KL51;Q91VA7,0.083067832,0.085746522,0.089756893,0.079518328,0.079500616,0.08091502,0.087264927,0.081227969,0.106716754,0.13064991,0.095635229,0.074209405,0.080439328,0.086122601,0.082550872,0.079421089,0.080022357,0.09307017,0.088489017,0.107050258,0.144636313,0.083988592,0.083410375,0.090002222,0.088841989,0.079175639,0.078659024,0.075901832,0.081884512,0.093065256,0.111753194,0.131064074,0.086241884,0.12297566,0.115586589,0.095060223,0.077040509,0.074549924,0.087089414,0.073750413,0.068830506,0.056553233,0.099748137,0.128815392,0.127669276,0.105627799,0.096313797,0.081551597,0.075812771,0.085373794,0.059755144,0.06904226,0.070289753,0.080742872,0.147820936,0.13034185,0.115489941,0.099927058,0.067700452,0.068671668,0.078402981,0.070702415,0.071662612,0.071475718,0.098312557,0.127312748
A0A668KLG2,0.274173537,0.100206694,0.151701921,0.143891159,0.063839021,0.076224091,0.070930203,0.075894277,0.02830107,0.006557402,0.008280624,0.28237902,0.17230699,0.114462465,0.08376502,0.071011475,0.092008821,0.080359254,0.050751719,0.033194529,0.010595354,0.009165353,0.294562018,0.128200076,0.106813254,0.119294512,0.074997633,0.088584798,0.094376794,0.050479957,0.0320293,0.006100672,0.004560987,0.213000038,0.132292281,0.093755186,0.080050791,0.095194378,0.092866877,0.086097144,0.054937837,0.041473199,0.031151337,0.079180932,0.251778875,0.138685699,0.119232802,0.071455272,0.071784726,0.092037685,0.063764223,0.061647422,0.025676127,0.049920117,0.054017051,0.323491477,0.096619128,0.087239046,0.072064285,0.062448994,0.073574983,0.076335869,0.053565755,0.038521661,0.040382242,0.07575656
A0A7N9VR94,0.146984228,0.141294566,0.150068756,0.121194068,0.131236447,0.11039739,0.082901664,0.072364854,0.023424819,0.011386364,0.008746843,0.191436319,0.139696105,0.154911466,0.088281518,0.133001774,0.111310561,0.063703654,0.066821765,0.031714925,0.0130002,0.006121714,0.159277699,0.135284389,0.133824817,0.108268418,0.146298051,0.117751566,0.086180921,0.068555781,0.028588393,0.011313677,0.004656287,0.140390845,0.147685214,0.162806737,0.152581034,0.142995523,0.079175283,0.068177545,0.039006582,0.040365059,0.011353385,0.015462793,0.12771941,0.13203051,0.15253755,0.139149494,0.148731729,0.093588587,0.07357083,0.075749264,0.025130975,0.019851661,0.011939988,0.138590247,0.122901915,0.151493417,0.133433022,0.15091514,0.089420912,0.0809235,0.07041207,0.035465019,0.012395621,0.014049136
A1BN54,0.122493111,0.139002683,0.123666682,0.111151916,0.087749602,0.047873885,0.062480493,0.049387034,0.107867588,0.090075433,0.058251574,0.102531076,0.159611086,0.097514766,0.078132222,0.088443177,0.07469867,0.073713373,0.075667509,0.091995755,0.10127197,0.056420396,0.1431311,0.089080115,0.120937342,0.117030002,0.106968174,0.073000465,0.074655367,0.080254774,0.097350424,0.048122597,0.049469641,0.147673955,0.048068039,0.07244944,0.060604826,0.135610435,0.047214558,0.050628084,0.074316809,0.054077078,0.275006578,0.034350198,0.034295373,0.098072401,0.034415747,0.05211765,0.06185762,0.016139776,0.095320873,0.0328832,0.015563399,0.532156031,0.027177929,0.270177923,0.15548509,0.117780909,0.122764521,0.012041633,0.072153185,0.054939484,0.033760374,0.009861509,0.064787041,0.086248331
A1L3P4,0.120561151,0.012970662,0.071771242,0.0900246,0.080393171,0.157408503,0.110985504,0.189591539,0.109021417,0.040390483,0.016881729,0.103526425,0.020409497,0.103878807,0.070665175,0.092507265,0.140248149,0.136775491,0.125343766,0.142676457,0.042667412,0.021301556,0.099836861,0.017022887,0.075549579,0.122698857,0.125967777,0.090099426,0.153966958,0.148303568,0.104210539,0.046313619,0.016029929,0.048424097,0.047472763,0.024863693,0.026625876,0.113571622,0.07287003,0.084014135,0.095527261,0.460728174,0.011290168,0.014612181,0.032996448,0.054077034,0.063410133,0.028940216,0.093700871,0.073391193,0.084028449,0.149915316,0.360461942,0.045524803,0.013553596,0.012602335,0.06374572,0.067425675,0.131803835,0.123821689,0.15445284,0.140851243,0.153116201,0.104327262,0.023385542,0.024467659
A2A432;Q3TCH7,0.106514622,0.090875102,0.101726412,0.098412879,0.081550839,0.084174439,0.074638666,0.092932857,0.109267754,0.115914327,0.043992103,0.072935015,0.109349095,0.100404249,0.069755188,0.074564471,0.088084441,0.078177186,0.079222561,0.094655653,0.15922609,0.073626051,0.095791732,0.10774596,0.095293721,0.085474811,0.084627144,0.087070439,0.081555834,0.066207072,0.091448362,0.150141726,0.054643199,0.086462723,0.094220373,0.06786081,0.033990213,0.013530741,0.047280272,0.027416538,0.061399217,0.305914344,0.19629553,0.065629239,0.130709517,0.021791843,0.068441215,0.041738879,0.054765174,0.054761948,0.044334042,0.040588321,0.19447758,0.295808531,0.05258295,0.132943227,0.068023938,0.09745327,0.015157972,0.040835451,0.081051044,0.099260071,0.011904825,0.113266014,0.275251031,0.064853158
A2A5R2,0.142492452,0.106961952,0.141528864,0.102810356,0.078517572,0.067777507,0.057801677,0.059968676,0.114961186,0.0858556,0.04132416,0.132381196,0.115942655,0.128066287,0.081980508,0.085103607,0.057698464,0.034096696,0.085845813,0.130451431,0.12158111,0.026852233,0.107144544,0.122266582,0.091513492,0.104712534,0.082148815,0.064871791,0.073136433,0.088061398,0.125318541,0.090583256,0.050242614,0.23352922,0.125307387,0.158568224,0.094841314,0.161832928,0.01672211,0.012888528,0.064978937,0.065066227,0.059017508,0.007247616,0.207657754,0.098684089,0.138477016,0.145465009,0.104638408,0.05304867,0.014314613,0.123566969,0.052623893,0.049414203,0.012109375,0.162833327,0.178542554,0.055284135,0.360775751,0.056616632,0.039942729,0.007898349,0.020032231,0.044007944,0.061721943,0.012344406
